audio,transcript
test_sample_3553_noisy,أناه عل بس لي
test_sample_3633_noisy,هي أما بقولك أنا في اسمي العباسد دلوقي
test_sample_3705_noisy,ي تما إتخفنا لهلا لا م
test_sample_3582_noisy,فاته أو هرض سمعيتها في حياتي إن النيل بيقف كل سنه دي أو الناس بتشرب منه عمرها بيزيد
test_sample_1590_clean,هجرن دين لا عند فعدن الأوس والخزر لوالي جهل لا فينا وننتظر الغبع بخركش سيبق طفل في صدري عاديكم يقاضيكم ويعلن شعبا العربيه متحده
test_sample_3189_noisy,عارفين إيميدفول عمل مسان دي عن ده فندي من التمانينات عربي فل بتاع زمان اللي هو التفاصيل اللي هو يفهملش فيها ك اللي بيحب الفل بيحب الفول يعن
test_sample_1001_clean,بس
test_sample_3586_noisy,لمن يهموا أم
test_sample_3831_noisy, مش طامحك أوعرد إن هما بيعرفوا يطبكوا بس
test_sample_1428_clean,ده الموضو ده الموضوع إنت إنت الناس جعدهالك تاخد منك لها عايز
test_sample_3881_noisy,ربنا يذارك لس وشنديك وستتعامراك يا رب
test_sample_3720_noisy,أنا دلوقتي طلع سياحي أنا طال أسياح فالراجل ده بيتعامل معايا إن أنا طالع زياد
test_sample_1620_clean,تجابه الهدوم دي كلها هتعملي بيها ي
test_sample_3192_noisy,ربنا سبحانه و تعال إن اله إن شاء الله بذن الله نستدغونك
test_sample_1439_clean,كل حاجه
test_sample_1096_clean,خلاص و أنا كده خدت شي
test_sample_1125_clean,وندخل
test_sample_3218_noisy,بور بص عاليه خلي بالك الاقصه من بالليله العظيم
test_sample_3067_noisy,
test_sample_3888_noisy,لأ مشور
test_sample_3478_noisy,
test_sample_3829_noisy,بخمص بق شغل بالحب يعني 
test_sample_3598_noisy,هعمل إيه هقطع تسترام إن هنا مثلا هنقول إن إحنا قولنا لطليب مثلا يعني
test_sample_3106_noisy,في الأول
test_sample_3358_noisy,ا محمد
test_sample_3512_noisy, مواصفات
test_sample_1003_clean,ده جربني خونا
test_sample_1342_clean,هيا ماشيين ع
test_sample_3173_noisy,عشان أجي أفطر عند عم بسندي عما بشان دي سكان مدين نصر ومذا كان جيت الفور اللي عل 
test_sample_1351_clean,يعني أنا لما جول أزيس حب لكما الصلوات ال والجبله مش فيهمي أنا بعمل فتنه ما هي كدت عجمه ده إزيس دي ج سيده عاطفيه خالص خالص خالص بارص ملهاش أي دعوض بأي حاجه
test_sample_3292_noisy,لو  إن في جبنه بيضه جوده أوروبيه يكون شكلها عامل
test_sample_3014_noisy,
test_sample_1558_clean,عمك دايم
test_sample_1641_clean,أه و أنا كنت عندي عمك عبد العظيم عبد ال
test_sample_1313_clean,و هي تعرف إن أنا باكتح تت طرقت تبق والقصيده لوت لو أمت ورجعتلها كاني متتكتبش خلاص
test_sample_3857_noisy,
test_sample_2955_noisy,و كده إن إحنا قولهم نا و سنه طيبين نديم هدين
test_sample_1130_clean,وعل فكره لو مدبحتيش الفروج ده النهارده هندفعك غرامه وإنت
test_sample_3634_noisy,
test_sample_3563_noisy,تمام لأن مش كلنا نعرف ناس في أوروبا و مش كلها أنا أخس في البرتغان فإن شاء الله إنت كده عندك المعلومات و أنا بالنسبالي الحت دلوقتي أعا من أهم الفديواه بصراحه يعني أهم الفيديوهات اللي اتعملت إنت لو وصلت المكتب ده
test_sample_3344_noisy,
test_sample_2967_noisy,كان  عندي امتحان تلبيه وتمانيه ه فسلني مكونات المجتمع المدري أه كتبتربنيمكريو زيت يمكن مثلا
test_sample_1506_clean,فهي دي حاجات حضرتك يعني لازم الحاجات دي
test_sample_1025_clean,فهشام الجخل طبعا ليس محللا و مش ومش عارف أتوقع بالشكل الاق عل لكن لكن
test_sample_3755_noisy,قردوا بق عل الستيلم وجمال اللي بيطلعنا عل الدور الأول معمول من رخان اسمه مخان الكراره عل اسم المدينه اللي جاي منها من إيطانيا
test_sample_3201_noisy,طبعا النابي بس حاجه ضغم محمد
test_sample_3061_noisy,شكر جدا يا فندم
test_sample_3050_noisy,لو أنا بحبها أهول أغير من الناس عشان
test_sample_2929_noisy,أنا بعظ
test_sample_3804_noisy,ربنا ما يوركو ربنا ما يوريك اللي بيعمل حاجه فتقعده
test_sample_1314_clean,صل العجاب ملتعرين ل هي نسيعه نزيه إحنا عل جبينا قال سأنا بناش كبيره لاي ما زالع زي المشر اللقاح كن هنا مصر كان عندها واحده ده قران اسمها أالي نالي ط لي البنات دكاتره
test_sample_1587_clean,أوه بفكر زمانك
test_sample_3542_noisy,فولط
test_sample_3405_noisy,إزاي يعني مش شاهمه إيه فاتر حلام يعني 
test_sample_3551_noisy,إشتركتي كناه أنا عمل الكلام من أياما كانوا بيثبتوا الناس عل عل أول الطريق
test_sample_3680_noisy,تجارت العاده في نص التوقيت كان بيعشو في خلاص يعني بدأ يتشغل بالناس و كلام من ده
test_sample_3460_noisy,
test_sample_3322_noisy,خلاص يبق جبها من أي مكتب سفريات بروحله  ببيدهاني ورا واقف بعد كده بقدم صور الجواز بقدم صور الهويه اليال بطاقه
test_sample_3768_noisy,و ناس بق عمرو
test_sample_3877_noisy,سهل هنا إن انت تفتحمر
test_sample_3202_noisy,لو حبين خليكي أوروبيا نعمل إيه
test_sample_1289_clean,إنهم علجولها م حليل
test_sample_1639_clean,أما فولر
test_sample_3122_noisy,
test_sample_1599_clean,ده الفدان ساوي خمسمي ألف جنيه هي ناصر
test_sample_1396_clean,أكيه يا توض
test_sample_1610_clean,منيها في البلد
test_sample_3141_noisy,
test_sample_1623_clean,في أي واقعه فرديه ولاه أدن الأملوديه خلي بالك هتبق إنت لازم تراجع نفس لأن أقص ي سان أقصل يامين
test_sample_3624_noisy,مث شزاجي عالي
test_sample_1190_clean,لو منامش بنجعدت معاه
test_sample_3211_noisy,
test_sample_3583_noisy,تمام وواجه الورقه دي كن مطلوب عليها للسفاره الله ما لا يحقو لمن يهم الأمر
test_sample_3576_noisy,ودول ككده بيبقا موجودين كل أسبوع وقفرشين كده في الكيوم و كرسي وحربين قدامهم الشيعيالات بتاعتهم من النقاصه بتاعتهم بالعصافين
test_sample_3149_noisy,ادل ناكن طعم ممتازه يعني هتبق هواليمه بسم الله ما شاء الله يعني هيتكايف منها
test_sample_3010_noisy, أنا شفك
test_sample_1698_clean,أبو سبيتك كان ناصر أنا عايز أجيب شكتين
test_sample_3333_noisy,ي رمضان وسهر الخير وبركه وشهرك 
test_sample_3453_noisy,بلاش أه ش بيعمش مع حبيد عندي
test_sample_3182_noisy,هي الرابع الجوز جاه منيها براسي وبس
test_sample_3637_noisy,
test_sample_3103_noisy,يصور الأكده دلوقتي ونا واقف أي حد ومثله الأكله دي بالإشاره
test_sample_3330_noisy,ملعكش معانا تاني
test_sample_3467_noisy,ده لا نفس دلوقتي ساسر ثبن
test_sample_3363_noisy,مشروح فياشب
test_sample_1362_clean,الالأدين بتاع لق
test_sample_3111_noisy,حلو
test_sample_3485_noisy,عل دي دم هبدأ في تاريخ المشارين
test_sample_1566_clean,قانون لده بع ليا بس ما يجي طبعا عل لوم دا بالعيش
test_sample_3879_noisy,
test_sample_986_clean,نعم بالله هيا خميس
test_sample_3584_noisy,بيقلك حط لمون وحط مش عارف فحمه ومعد دعاك فنانك و بال و بالمعجوم بتاع السنان ده طلع أصلا إن هو بيشيل طبق المينه أو الإنمل اللي هي بايه دي وبتعمل وبتعمل حساسيه في الستنان وبباظ الدنيا عن
test_sample_3606_noisy,
test_sample_2947_noisy,وأنا مخرجتش
test_sample_1312_clean,الناس تحب يمنا يا إبنا أنا مش كاتب يامنا بس
test_sample_1038_clean,إحنا مش عل مش عل مله واحده
test_sample_1139_clean,أكبر وأكلاه
test_sample_3306_noisy,فلازم اللغه هنا إن إنت محتاج تشتغل مع حد مش عربي فعشان تشتغل مع حد مش عربي لازم يكون ماكله عل قال خمسين في الميه بتعرف بس تتقل ما يعني تفهمهو عايز يقولك إيه يعني فاهمني ده بالنسبه للغه البروتوباليه بالنسبه لللغه  الإنجليزيه هي ضروريه جدا يعني مش مش
test_sample_3692_noisy,علي لي تي
test_sample_1309_clean,هيابه الدكتوره نصره بالتعمي هي اللي عملتلك العمليه
test_sample_1344_clean,دارغ مدرت شيبا كان 
test_sample_1410_clean,وح بع جيتله
test_sample_3169_noisy,هو بلومه خارج أهو بس إحنا طبعا بنقول مثلا ممكن ننصب الجوبيه و بعد كده الجوبيا بق تتتاع مع إيه مع هنمسه ولا حاجه
test_sample_1109_clean,نت لو طل عب الفول كده ي
test_sample_3140_noisy,لأ شاني أخل أسف علالي من فيحه
test_sample_3380_noisy,تروح تمشيفحاه تانيه لأ غلط إنت تكون حازر و إنت بتجهزله العشو الحلوه لي المعتبرت و هتجري إن شاء الله
test_sample_1260_clean,يقولك لبلشمد خطيب
test_sample_3543_noisy,أنا لما لقيت نفسي ف كلها مش حابيبها مع احترامي طبعا لكلي تجاره جامع القاهره للكريه بتاعه لسه معايا لحد دلوقتي و أنا مسافر بس أنا برضو مش هاصر عل نفسي لمونه و مش هكمل في حاجه أنا مش شايف نفسي 
test_sample_1273_clean,بيخليك في جدراعك
test_sample_3575_noisy,ك انتخب مصر ومشورف كسر اللي أمه ه أفريقي
test_sample_3435_noisy,ووارد إن إنت بعد كده بتشوف بق شغله بتاخد عقد عمل ديه لو جالت في الفتره دي مليون ألف عقد عمل اشتغلت في مليون شركه مفيش مشكله خد معاك آخر عقده عمل اللي هو العقد الحقيقي اللي انت شغال بيه في الوقت الحالي
test_sample_3215_noisy,
test_sample_3744_noisy,
test_sample_3012_noisy,ده بلاش نشربال أهو عشان إيه نفضلكوا ونقولكوا بلا يف حالقهو ليه بلاف علقهو دي
test_sample_3604_noisy, بعدها بس
test_sample_3416_noisy,لد أساذ سجي
test_sample_3228_noisy,ده سوري سورير طاالتعاميه المحصيه
test_sample_1541_clean,ماعندناش إحنا نانا نجناش جانه  صد  ه هي بشر أه و الله عشر الكلام ده قطله طب عا إن أنا ع  أنا جعك معايا رحتر بق اللي هلقينها دي منطقه بيها الهوا كان في اللوم ده
test_sample_1148_clean,حرموا عليك ا نصر ربنا ميرضعش بالظلم
test_sample_1462_clean,تبعا
test_sample_3569_noisy,بس كي نس ايميه الكلامده ب ألف وبألفين دول سفو منهم لما لو كن إنت مش فاهم هو عارف بق فين المكتب للي خلص أو را إيهفه إيه أه إت عايز تعمل أو راق إنت لسه ج يا حبيبي تعامل
test_sample_1569_clean,يعني برضو أصرو
test_sample_3024_noisy,ناعلت عن
test_sample_1574_clean,معاهوطلعهم مشعيان يا دكتور
test_sample_3196_noisy,فيجوله بق لح لاي طريه بالنضافه بتاعت الأكل إيه بتاعت حضرتك زي ما إنتو شايفين كده تجيبلي الحت اللي فاها إيه لحمه كده عشان يه ياكل ويستمعا كده استمخ
test_sample_1324_clean,طبعا إحنا الحمد لله أكثر العلاقات سرر الدنيا خلقها ربنا
test_sample_981_clean,إم أخدي بال حضرتك إم أرجع لهناك
test_sample_1043_clean,موجوده
test_sample_3280_noisy,بص إحنا عندنا عود ي الخواره كذا
test_sample_1454_clean,
test_sample_1402_clean,هل سنها حوالي خمسه و عشرين سنه أنا فاكر يعني الست دي يا أستاذه مونه إديل المفروض تتكرر دي المفروض تظهر و تتكرر دي دخل السين جعد حوالي عشرين سنه بعد ما طلع من السين
test_sample_3671_noisy,محمد صلاح
test_sample_3147_noisy,تقرف في جنبي في التاور اللي أنا مش عارف أقوله من آخر ده
test_sample_3919_noisy,يعنيزعلان عل فرح الناس بس أنا مش كروي أوي 
test_sample_1427_clean,إنت عارفه إحنا السعايده نحب الموت إم نحتفبه
test_sample_1469_clean,و مش عايز نكل تفي كلام ممكن سه فضاح
test_sample_3827_noisy,عرفش معن 
test_sample_1692_clean,دأكبر تقدير جلمعت في المنتج
test_sample_1597_clean,بتحبه ال بتحبه ده كل يوم قطه عل رجله وبتقوله إنت تكبر يا خميس عشان ناكل
test_sample_3717_noisy,فلو مفيش حد من بدأ عندك الموضوع أوكيه مفيش أي مشاكل
test_sample_3809_noisy,في دم
test_sample_3491_noisy,فكس فالسفير هيجي هيشوف أه و الله أه و الله ده فعلا كسف حسان مظبوط تذاكر مظبوطه حجكز فندوق مظبوط موعيد مظبوطه حلو والكلام
test_sample_1505_clean,كما الجبل العتيء هل فعلمت
test_sample_1230_clean,ويكتب بربعيات ويكتب قصاصه
test_sample_3864_noisy,بيعملك في الورق ديت عشان يقدملك بيه عل الصير الورق ده بن قد نزاي يا جماعه مش عايزه أقول كرام ممرر و لكن هو هو بيجمعلك الأوراق اللي إنت بتعملها اللي هي السيوف بتاع الميه الجنطا و بتاعت الرقم الضريني و فيش و التشبيلي والتسكره اللي إنت دخلتي ديها و الأوراق اللي أنا قولت عليها عشان لو في حاجه صلفين
test_sample_1211_clean,مش عارفين انعجفه
test_sample_3083_noisy,بأنا بال في  البب محمد سد
test_sample_3710_noisy,سكر وتقولي لا أبو رياض قالك حطه متخافش لأ ده هتوف تحبث الحمان أو تحطه في المكان في المنور لالحماه اللي اللي فيران
test_sample_1483_clean,لدكتوره تعملها عياده وشجل المحاميه تعملهام
test_sample_1618_clean,شل
test_sample_3845_noisy,عشان بنكس عن سريح
test_sample_3440_noisy,لازم أعدح عل ست شهر أن ل ن لازم أفضل أقاعد ست شهور عشان خاطر أعرفأ لأ
test_sample_1216_clean,لا حضرتك من الصر أربعتاشر ساعه صفا
test_sample_3718_noisy,فدي حاجه من ضمن الحاجات اللي يعني بيبق فيها نسب التوفيق من عند ربنا خمسين في الميه إن انت بتقدم في الوقت ده عشان خاطر مفيش حد بيقدم جديد
test_sample_1057_clean,في سوق تكبير
test_sample_1033_clean,انتظروا ا إحنا كنا في زمن بكر شويبك
test_sample_2950_noisy,مش مهم حت لو خمسين جيوم مش مهمه  يعني  بس وراحت دماغك بق تشوف شغلك بق وتفيش ف حياتك إنطلق نطالك بق و إيه و اشتغل واخد بالك وسعه ويرضب أي شغل لحد ما تلاقي الأفضل و تلاقي الأحسن مش عيب
test_sample_1141_clean,بسم الله الرحمن الرحيم إل مشاهدين قنا سعاده معلش اشتركوا في القناه ودعمون أبلاعت ومتلصوش تفعيل الجرس علشان يوصلكم كل جديد و لسه لل جايه أحله
test_sample_1072_clean,أطلاهم مجتش معاهم
test_sample_3886_noisy,و لكن إنت لما بتشتغل عن حدد تاخد الأوراق بسرعه مثلا بقع سنه و نص كنت بتح حمطهعا مكن الموضوع يداول معاك لسنكتين و وصل الرص و مطلوب منك بق مصاريف و بتاع
test_sample_1226_clean,جا أنا بلاغ بإن الطر اللي عند حضرتك مريض دول كراره ياريت تجيبي اضطر عند حضرتك نكشف عليه يا فندم
test_sample_3626_noisy,كون خاص بتاعنا شكرا ديكم من ونطوعتهم وأسفلكون طولت تعليك يعني أو أش حبيت أو صوفتك وضق بالظبط إن خلاس إيه عزتعر بشكل سوق بالظبطتك إنان زيت يعني
test_sample_3131_noisy,الموضوع برضو في المعده عندي برضو في مادتي إم
test_sample_3471_noisy,إنت بتعمل بالتعبيمه بس لنه بحه طب إعملي واحده جه
test_sample_1102_clean,الصن دوق ربوع
test_sample_1657_clean,أه يلا حسني الخجر فأنا بقجول أمي والليل مليه
test_sample_1155_clean,لأنه في ناس كتيره فالصعيدت تنبقاتلي إن يعنا هو الظهور هيكون مع ضر
test_sample_1524_clean,وللا يكون عستوج ناتك يشتغلو
test_sample_1091_clean,أول حاجه إحنا عندنا أستاذه من نماذج مشرفه
test_sample_1464_clean,
test_sample_3062_noisy,فمفيش حاجه اسمها مفيش و و لكن بيكون الشغل بتاعها بيكم يعني في استريس كامد و لازم يكون معاك برتولغه يعني إنجليزيه عل الله عشان تعرف تفاهم فع الشغل بتاع الصناعيه متاح موجود في هنا عمال بنا هناء يعني بناء عمال بناء أيوه
test_sample_3037_noisy,عرفش أ
test_sample_1521_clean,و إنت مانك زعلان كده به جلك بقأخد فيكي مش بخد ريج يا لأ
test_sample_3412_noisy,
test_sample_3765_noisy,تلاته وأربعه و خمسه
test_sample_1664_clean,أخدتها عل النوع دي خلاص اتكتبت
test_sample_1477_clean,قت التهر خلي الدكتور يكشف قليه
test_sample_3056_noisy,دإنتي اتربيتي عليا
test_sample_983_clean,بالكلام هل هل هيجال عل هشام الجخر في يوم من الأيام المكافل
test_sample_1658_clean,إن فعرضنا ناصر
test_sample_3547_noisy,م شايف العش والحب عتود حاجه واحده
test_sample_1500_clean,خدها تلاءهم
test_sample_3371_noisy,
test_sample_3911_noisy,طب يا جماعه أنا لسه دخلت المكتب برضو عشان أسأل عل شوي حاجات هتأكد لكم منها عشان يبق كلام مكتب أهو تمام أنا صورته وإيه في ورقه دخلته وسألته واتكلمت معاهم عرفت تفاصيل أكتر تمام هقعد بس بق في مكان هصورلكوا الورق اللي هما إدهالي لما يجيلك المعاهد لازم يكون معاك الأوراق الأصليه دي كلها
test_sample_3238_noisy,مل شوف عليا حمل
test_sample_3636_noisy,فالمهم إن أنا لما سألته إيه يعني ممكن يكون تواقعتك إيه فأنا في حد فهم في الموضوع شويه قال إن اللي موجود هناك ده فهت مش نمس
test_sample_3495_noisy,
test_sample_1031_clean,لكن لو زيت فإنت فإنت فإنت هتيجي تاخد عل الأقل عزاء تمنتاشر ألف مصر و الله لوحت يا والله
test_sample_3714_noisy,عظم الناس اللي بتقدم بتقدم  في شهر اتنين شهر تلاته شهر أربعه شهر خمستاشر سته شهر سبعه الجو بيكون حرب و وفي أوروبا الدوي بيكون حلو
test_sample_3337_noisy,ده بق باب إيه ده ده بق سنصير في أسنصير فهرباي داخل الأصل ده كان ثوره في الزمن ده مكنش لسه في أسنسيرات بالكهربا يعني كتير في الوقت ده فده كان يعني حديث المدينه كمان في القصل
test_sample_3687_noisy,عندك تعلقلي عل الدريفري من أول ما يطلع من المطع لحد ما يوصل لبيت عندك بطريق المعاليين بتوع
test_sample_1616_clean,أغنيات ييه
test_sample_3284_noisy,نخليهاق سلع
test_sample_3534_noisy,هلقبل بالجامعه اللي مجموعه جبعه و خلاص و لا أتوكل عل الله و لسفر طب أعرفش في
test_sample_1266_clean,كنت عايزه أقولك إيه
test_sample_3226_noisy,بحط السفر في دماغه خلاص اشتغل عليه متيقسي ده كان النهارده موضوع نا زيرب دوم قدرت قفتكو معلومه
test_sample_3177_noisy,أبمان
test_sample_1205_clean,طبعا الله اسمك مين يا أستاذه زي جالك لور ميس الحديد
test_sample_3753_noisy,بس محتاجها تكون تأشيره متعددت الدخول ضروري هعمل إيه لو أول مره
test_sample_2995_noisy,هو اللي إحنا بنحب نناول في الكلام و الكلام ده كل
test_sample_1504_clean,وبالتالي اشعراء المغنيين الدنيا
test_sample_1593_clean,عشان مشفتش بتلبك وهنعن البيت
test_sample_3020_noisy,
test_sample_3017_noisy,أقسم بالله 
test_sample_3668_noisy, لأ مفيش
test_sample_3016_noisy,الله الله الله و الله العظيم نناحو كوبعي رقد 
test_sample_3869_noisy,
test_sample_3237_noisy,أيوه
test_sample_1127_clean,الطيف متقدرش تمسكه في صق
test_sample_3863_noisy,إن هما بييحمروا البطاطس نص تحميره
test_sample_3747_noisy,حكفيزه ومعندتش مشاكل هو فيحد بلغ عنك لو حد مبلغ عن مان أي حاجهع
test_sample_1687_clean,ده اللي إحنا بنتكلم فيه إن أعلمتها يعني أحسن أحسب إن كن الناس نازله مش عشان فسقات إيه علي يمكن يكون في فه جزله لإسقاط اليها صعص بين وبيالك عن كلم إسقاط الرياسه برضو تهزني يعني تخوفني ما إحنا برضو عايزين البلد تمشي أعوال عايزين الناس تعيشوا عايزين الناس تهاكلوا عايزين ناستشل
test_sample_3379_noisy,واكتر مع الطلجت معايا أخويار كبير
test_sample_1406_clean,ما اتكلم عن الأداء نع فا
test_sample_1076_clean,لازم تعرف إنك إنت شطنيت شويه إم مخدتش بالك و ده كلام كتير يعني يتقال في الحكايه دي
test_sample_1696_clean,كاكلوا لجيز مع بعض
test_sample_3459_noisy,عن الكوره عشان إحنا أصلا بنتكلم عن الكوره
test_sample_1553_clean,الله الله هما حشورنا مع الصالحي هو إحنا مشفناش يعني يعني إحنا مشفناش هيدنا حفظ حكم الحكم المسلمين 
test_sample_3593_noisy,حمد الله هو عارف فلوس فر عندي لعبس ولك أخضبينه ورا كلها الحربيه كده هوإيه
test_sample_1651_clean,إاأنا معلش
test_sample_3773_noisy,ني بعد يعني ضهر بيوجعن وعلاجالص
test_sample_3767_noisy,كذا وكذا و كذا و كذا ماذا يبق ليهم السادس عمل فيلم جيوب السادس
test_sample_1358_clean,مش هتنفع الأستاذ زمون السدي تاكل م
test_sample_1064_clean,وليا طعم في الأكل لليا
test_sample_3178_noisy,فخلي بالك الله يرد عليك و إنت ماسك الحاجه بإيدايك و حازر تكون حازر جدا جدا يعني
test_sample_3594_noisy,إنت بتستأجل عل القليه أما قال نه بص عمل بن البر
test_sample_3325_noisy,ود ثيق الحديد
test_sample_3409_noisy,دعنانه بالنسبالي إيه ن
test_sample_1306_clean,وبعدين لو ربنا إداك الحاله مواسق علم االقصيده يعني بيبق حاجه وتقول إزاي نا حلو كده
test_sample_3457_noisy,ملي بيها و إيه
test_sample_1284_clean,مابيه
test_sample_1550_clean,كاني عايز أفرج عليا الناس كلها إيه بالراحل
test_sample_998_clean,
test_sample_3146_noisy,الطعميه
test_sample_1164_clean,ضريكا في مشارع حد
test_sample_1662_clean,تإزايك يا أما إنتي كويسه يا ولدي قولتلها يعني كله تمام جاتله كله كمام والله يلك
test_sample_2974_noisy,يجي
test_sample_3769_noisy,أنا بعد كده هروح عل ميلانه هعمل إيه في ميلانه أخش أعمل سبج وأعمل بحث إيه أهم المعال بالسياحيه اللي موجوده في ميل انه
test_sample_1073_clean,إصطف رضا إ
test_sample_2978_noisy,قالي لما طلعتش في التليفزيون
test_sample_1261_clean,جاي ما هتتهالك الحاجات يجايمعها
test_sample_3391_noisy,لاش يعني يحد
test_sample_1036_clean,هورض
test_sample_1168_clean,عمره
test_sample_1399_clean,فلما بيجوا البنات ده حب نهام إم جدا إم لأن
test_sample_3656_noisy,أحبابنا عل القناه إن شاء الله في فاحده يا جماعه و إن شاء الله بإذن الله هن حوله نجبوه لن نوف فعلا ن كان مستحف
test_sample_3841_noisy,بس أخد معها سنتين معاها بجه باتخالته عجبته وكانت متجوزه برضو ياني
test_sample_1009_clean,والله أنا لسه مش تري ماه
test_sample_3648_noisy,ص مكنش في لتشري
test_sample_3901_noisy,
test_sample_1040_clean,استغسروها في اللي خلفوني ويعني اعتبروها نازله
test_sample_3257_noisy,الأعلي
test_sample_1159_clean,مش عايفاه
test_sample_1493_clean,حمدن
test_sample_1482_clean,وناخد عشرتلاف بق
test_sample_1508_clean,عظيم عد الحق صاحبي راجل طيب صديقي و في الوقت ده أنا كنت مفيش يعني ممكن أحشيني  أه والله
test_sample_1192_clean,ناس كتخجل من بعض إم ناس تخجل يعني لما لما أنك تبق صيده وهو أو غنو
test_sample_3408_noisy,عاس السلامه عل يكومن واح الله عن هنتكلم يا جماعه عل بقيت الأسده عشان محدناش أطور الفديو الدي فات خلانا نخش بق في الأسلاء عل فول عشان انس الستفال
test_sample_3646_noisy,
test_sample_1507_clean,وتسجل الأرض و كده وبتاع و بعد كده بعد ما ترجع تخبز وترب الأولاد
test_sample_1116_clean,لع ما هما بدري هنا يعبه شرفت عيال عمه
test_sample_3195_noisy,
test_sample_3424_noisy, إن شاء الله كانت حاجه جميله جدا جدا و إن شاء الله دايما مع بعض في كل جديد
test_sample_3472_noisy,عشان خاطر بتادك أانا عايز يتبسله ورق مش بتاع
test_sample_1451_clean,جصدقفت الشاشه الأول
test_sample_3515_noisy,أنامعاك أه و الله 
test_sample_1600_clean,لأهيستفزني لهمسك فيه
test_sample_1498_clean,فلم يستبين النصح إلا ضحر
test_sample_3458_noisy,طيب أنا حلا دلوقتي وصلت إيه الجيش دي محط الجيش شابل الساعه دي هيا في ضهري في ضهري دي السندر يعتبر يعني زي ما حطت في مصر عندنا كده فيرمسيس في أرض التربومال تبسات حواليا هي من كل حته تمام
test_sample_3041_noisy,دي ولاي
test_sample_3128_noisy,السبك بالطريقه دي زي ما إنتو شايفين
test_sample_1356_clean,يعني مكنش ببالي إم هيا ما قلت خلاص قلت فات الوقت
test_sample_3053_noisy,خده
test_sample_1065_clean,إديك خميس وإلا الفق خبط لها
test_sample_3507_noisy,وضاخد حت بجر الشاشه طفي بق نور
test_sample_3734_noisy,من أول مره بيرجع لإيه بيرجع بق لإيه دلكونس أو بيرضع ليل  الصفير اللي بيشوف ورق هتلات بقد إيه
test_sample_1429_clean,حفظ القرآن والتقو الذاتيه بتاعتك تختلف عن قياد وراس جمهوري مصر العربيه 
test_sample_3151_noisy,زمرض نفسها أوبفرتين شاش تتلز
test_sample_3266_noisy,يا رب يستر فريقكمأه وكيبوشل الوحش فوشان الفاريق الوحشه وتكشان ولادي الحرام
test_sample_1217_clean,كل مكتوبه عند عبد العظيم عبد الحق للا عبد العظيم عبد الح
test_sample_1656_clean,اتضل
test_sample_1368_clean,عل الأجل الأنا لما موت هسيب أرض لوياتي
test_sample_3619_noisy,امه
test_sample_3410_noisy,
test_sample_3693_noisy,إيه رأيك في ا
test_sample_1659_clean,عجل للأب إيه الشغلهان إ اللي جيب بالسكر ديه
test_sample_3463_noisy,مش هيكتر قدامك قدام الزحم دي كلها يعني خدنك حت حتها كده خل ولتركيفي
test_sample_3006_noisy,أيو
test_sample_3890_noisy,متود الشيخ الحديث
test_sample_3682_noisy,بثر كانت بتقول كده
test_sample_3866_noisy,
test_sample_1450_clean,هتروح معايا يا جمعه ولا روحي وحدي
test_sample_1563_clean,إن شاء الله ريب يا أب
test_sample_1272_clean,سمح نيه خمسين
test_sample_1584_clean,بيلا يرشت عشان أروح أصرفها
test_sample_3443_noisy,حضرك من كان أو كان عل حاجه
test_sample_2971_noisy,تمام هو المصحف في المنظم في
test_sample_1208_clean,يا حبيبي يا أخويا
test_sample_3225_noisy,لازم جنبيت البطافس سيعرفها إحمد البطات اللي قتامي ديه في بخاطط لبيت العاديه اللي هو بتأثرها وبتقطعها ع المطلزات
test_sample_3422_noisy,
test_sample_3270_noisy,
test_sample_3780_noisy,لرابع با جديل الأخيره
test_sample_1046_clean,قبل وشيه علي يا حيسب ده كلام بصوهر دي تشبيهات أنا بوصلنك دي بديب بجلبنا دي بدي مسكه في إن اهشام بيقول طب جيسيد آخر إيه آخر محرفه في اللأوراق
test_sample_1195_clean,نمره واحد أنا أمتني انتماء كامل للمعتصمين في عن وزار الصحافه و أنا هطلع من عندك عليهم
test_sample_1186_clean,شدو أجيال زاي دهعشوا اللي حاصل زي كده يجيبوا الناس يجيبوهم
test_sample_3544_noisy,
test_sample_1645_clean,ماش
test_sample_3905_noisy,مين بق كان محامد صلاح
test_sample_1437_clean,ول أيوه أ
test_sample_3461_noisy,أنا معايا في زشنجل واحد يعني بيقولي أنا معايا كيدي شندي
test_sample_3667_noisy,الراق و هكذا الخمس تيام هتكتب كل يوم إن انت هتشوف ليه هتزور مكان فروما عد الأنصور مكان في روما
test_sample_1263_clean,استغفر نا العظيم استحفر الما العظيم
test_sample_3042_noisy,مختش مباد
test_sample_1296_clean,بس بس بس مين هيسيبك أعمل كده
test_sample_3833_noisy,
test_sample_1523_clean,ودلوقتي ده الإخوان إم ممكن يعمله الكلام ده طبع لما تيجي إنت ريتك كتطابق مع الإخوان
test_sample_3213_noisy,
test_sample_3124_noisy,وبلت في  ول احبيه
test_sample_3781_noisy,هذوع يخلص يعني في خلال شهر الشهر
test_sample_1257_clean,نما أنا هقولك أهو إم أنا لما جه دافق أه ل ما جه دخ أنا جيه ترجع الورا كان زكاري عزم جنبنا
test_sample_3611_noisy,
